generation,best_penalty,average_penalty
19264,46.0,86.0
19265,46.0,237.0
19266,46.0,96.0
19267,46.0,105.0
19268,46.0,93.0
19269,46.0,98.0
19270,46.0,88.0
19271,46.0,71.0
19272,46.0,81.0
19273,46.0,85.0
19274,46.0,98.0
19275,46.0,77.0
19276,46.0,83.0
19277,46.0,77.0
19278,46.0,107.0
19279,46.0,104.0
19280,46.0,101.0
19281,46.0,84.0
19282,46.0,84.0
19283,46.0,95.0
19284,46.0,109.0
19285,46.0,82.0
19286,46.0,87.0
19287,46.0,106.0
19288,46.0,89.0
19289,46.0,102.0
19290,46.0,88.0
19291,46.0,114.0
19292,46.0,76.0
19293,46.0,96.0
19294,46.0,82.0
19295,46.0,89.0
19296,46.0,90.0
19297,46.0,93.0
19298,46.0,91.0
19299,46.0,88.0
19300,46.0,80.0
19301,46.0,77.0
19302,46.0,69.0
19303,46.0,79.0
19304,46.0,92.0
19305,46.0,80.0
19306,46.0,97.0
19307,46.0,99.0
19308,46.0,83.0
19309,46.0,81.0
19310,46.0,96.0
19311,46.0,80.0
19312,46.0,86.0
19313,46.0,95.0
19314,46.0,96.0
19315,46.0,75.0
19316,46.0,69.0
19317,46.0,64.0
19318,46.0,65.0
19319,46.0,65.0
19320,46.0,82.0
19321,46.0,81.0
19322,46.0,85.0
19323,46.0,72.0
19324,46.0,84.0
19325,46.0,87.0
19326,46.0,99.0
19327,46.0,91.0
19328,46.0,94.0
19329,46.0,79.0
19330,46.0,101.0
19331,46.0,92.0
19332,46.0,74.0
19333,46.0,80.0
19334,46.0,74.0
19335,46.0,77.0
19336,46.0,85.0
19337,46.0,83.0
19338,46.0,71.0
19339,46.0,84.0
19340,46.0,84.0
19341,46.0,109.0
19342,46.0,104.0
19343,46.0,93.0
19344,46.0,87.0
19345,46.0,103.0
19346,46.0,91.0
19347,46.0,88.0
19348,46.0,87.0
19349,46.0,84.0
19350,46.0,89.0
19351,46.0,90.0
19352,46.0,80.0
19353,46.0,94.0
19354,46.0,78.0
19355,46.0,86.0
19356,46.0,78.0
19357,46.0,79.0
19358,46.0,70.0
19359,46.0,71.0
19360,46.0,70.0
19361,46.0,87.0
19362,46.0,97.0
19363,46.0,97.0
19364,46.0,98.0
19365,46.0,91.0
19366,46.0,78.0
19367,46.0,84.0
19368,46.0,92.0
19369,46.0,81.0
19370,46.0,78.0
19371,46.0,72.0
19372,46.0,76.0
19373,46.0,80.0
19374,46.0,71.0
19375,46.0,65.0
19376,46.0,69.0
19377,46.0,67.0
19378,46.0,82.0
19379,46.0,75.0
19380,46.0,73.0
19381,46.0,73.0
19382,46.0,79.0
19383,46.0,71.0
19384,46.0,73.0
19385,46.0,93.0
19386,46.0,79.0
19387,46.0,86.0
19388,46.0,85.0
19389,46.0,82.0
19390,46.0,105.0
19391,46.0,98.0
19392,46.0,97.0
19393,46.0,81.0
19394,46.0,98.0
19395,46.0,87.0
19396,46.0,85.0
19397,46.0,85.0
19398,46.0,72.0
19399,46.0,77.0
19400,46.0,88.0
19401,46.0,78.0
19402,46.0,86.0
19403,46.0,86.0
19404,46.0,75.0
19405,46.0,66.0
19406,46.0,83.0
19407,46.0,77.0
19408,46.0,81.0
19409,46.0,72.0
19410,46.0,97.0
19411,46.0,96.0
19412,46.0,83.0
19413,46.0,75.0
19414,46.0,73.0
19415,46.0,70.0
19416,46.0,80.0
19417,46.0,73.0
19418,46.0,67.0
19419,46.0,79.0
19420,46.0,86.0
19421,46.0,80.0
19422,46.0,98.0
19423,46.0,84.0
19424,46.0,80.0
19425,46.0,82.0
19426,46.0,71.0
19427,46.0,78.0
19428,46.0,87.0
19429,46.0,84.0
19430,46.0,77.0
19431,46.0,77.0
19432,46.0,86.0
19433,46.0,98.0
19434,46.0,80.0
19435,46.0,83.0
19436,46.0,101.0
19437,46.0,85.0
19438,46.0,84.0
19439,46.0,102.0
19440,46.0,103.0
19441,46.0,93.0
19442,46.0,99.0
19443,46.0,96.0
19444,46.0,86.0
19445,46.0,77.0
19446,46.0,90.0
19447,46.0,91.0
19448,46.0,96.0
19449,46.0,98.0
19450,46.0,79.0
19451,46.0,89.0
19452,46.0,78.0
19453,46.0,88.0
19454,46.0,79.0
19455,46.0,80.0
19456,46.0,78.0
19457,46.0,79.0
19458,46.0,101.0
19459,46.0,96.0
19460,46.0,104.0
19461,46.0,97.0
19462,46.0,84.0
19463,46.0,246.0
19464,46.0,83.0
19465,46.0,85.0
19466,46.0,87.0
19467,46.0,82.0
19468,46.0,71.0
19469,46.0,76.0
19470,46.0,75.0
19471,46.0,73.0
19472,46.0,69.0
19473,46.0,64.0
19474,46.0,64.0
19475,46.0,79.0
19476,46.0,75.0
19477,46.0,69.0
19478,46.0,82.0
19479,46.0,70.0
19480,46.0,91.0
19481,46.0,90.0
19482,46.0,84.0
19483,46.0,83.0
19484,46.0,80.0
19485,46.0,78.0
19486,46.0,70.0
19487,46.0,62.0
19488,46.0,58.0
19489,46.0,65.0
19490,46.0,71.0
19491,46.0,68.0
19492,46.0,80.0
19493,46.0,80.0
19494,46.0,85.0
19495,46.0,66.0
19496,46.0,72.0
19497,46.0,83.0
19498,46.0,85.0
19499,46.0,83.0
19500,46.0,97.0
19501,46.0,83.0
19502,46.0,95.0
19503,46.0,81.0
19504,46.0,109.0
19505,46.0,94.0
19506,46.0,90.0
19507,46.0,78.0
19508,46.0,79.0
19509,46.0,69.0
19510,46.0,73.0
19511,46.0,79.0
19512,46.0,77.0
19513,46.0,74.0
19514,46.0,67.0
19515,46.0,60.0
19516,46.0,58.0
19517,46.0,79.0
19518,46.0,95.0
19519,46.0,82.0
19520,46.0,73.0
19521,46.0,88.0
19522,46.0,83.0
19523,46.0,95.0
19524,46.0,80.0
19525,46.0,83.0
19526,46.0,78.0
19527,46.0,87.0
19528,46.0,83.0
19529,46.0,86.0
19530,46.0,87.0
19531,46.0,94.0
19532,46.0,98.0
19533,46.0,75.0
19534,46.0,71.0
19535,46.0,73.0
19536,46.0,78.0
19537,46.0,66.0
19538,46.0,64.0
19539,46.0,58.0
19540,46.0,66.0
19541,46.0,66.0
19542,46.0,82.0
19543,46.0,78.0
19544,46.0,73.0
19545,46.0,82.0
19546,46.0,83.0
19547,46.0,83.0
19548,46.0,82.0
19549,46.0,89.0
19550,46.0,77.0
19551,46.0,85.0
19552,46.0,79.0
19553,46.0,93.0
19554,46.0,90.0
19555,46.0,88.0
19556,46.0,85.0
19557,46.0,68.0
19558,46.0,68.0
19559,46.0,74.0
19560,46.0,92.0
19561,46.0,83.0
19562,46.0,90.0
19563,46.0,89.0
19564,46.0,85.0
19565,46.0,105.0
19566,46.0,106.0
19567,46.0,105.0
19568,46.0,92.0
19569,46.0,82.0
19570,46.0,97.0
19571,46.0,93.0
19572,46.0,78.0
19573,46.0,86.0
19574,46.0,79.0
19575,46.0,91.0
19576,46.0,80.0
19577,46.0,98.0
19578,46.0,96.0
19579,46.0,87.0
19580,46.0,81.0
19581,46.0,71.0
19582,46.0,78.0
19583,46.0,76.0
19584,46.0,71.0
19585,46.0,94.0
19586,46.0,73.0
19587,46.0,76.0
19588,46.0,77.0
19589,46.0,80.0
19590,46.0,93.0
19591,46.0,93.0
19592,46.0,72.0
19593,46.0,76.0
19594,46.0,73.0
19595,46.0,86.0
19596,46.0,90.0
19597,46.0,83.0
19598,46.0,85.0
19599,46.0,87.0
19600,46.0,95.0
19601,46.0,81.0
19602,46.0,72.0
19603,46.0,77.0
19604,46.0,88.0
19605,46.0,84.0
19606,46.0,90.0
19607,46.0,93.0
19608,46.0,79.0
19609,46.0,75.0
19610,46.0,127.0
19611,46.0,101.0
19612,46.0,94.0
19613,46.0,112.0
19614,46.0,88.0
19615,46.0,83.0
19616,46.0,77.0
19617,46.0,76.0
19618,46.0,76.0
19619,46.0,74.0
19620,46.0,94.0
19621,46.0,71.0
19622,46.0,67.0
19623,46.0,71.0
19624,46.0,73.0
19625,46.0,103.0
19626,46.0,81.0
19627,46.0,241.0
19628,46.0,91.0
19629,46.0,89.0
19630,46.0,76.0
19631,46.0,85.0
19632,46.0,84.0
19633,46.0,80.0
19634,46.0,96.0
19635,46.0,85.0
19636,46.0,88.0
19637,46.0,83.0
19638,46.0,86.0
19639,46.0,72.0
19640,46.0,77.0
19641,46.0,68.0
19642,46.0,74.0
19643,46.0,76.0
19644,46.0,74.0
19645,46.0,87.0
19646,46.0,86.0
19647,46.0,82.0
19648,46.0,79.0
19649,46.0,84.0
19650,46.0,70.0
19651,46.0,78.0
19652,46.0,77.0
19653,46.0,71.0
19654,46.0,71.0
19655,46.0,82.0
19656,46.0,87.0
19657,46.0,105.0
19658,46.0,85.0
19659,46.0,80.0
19660,46.0,97.0
19661,46.0,97.0
19662,46.0,73.0
19663,46.0,70.0
19664,46.0,85.0
19665,46.0,81.0
19666,46.0,80.0
19667,46.0,86.0
19668,46.0,89.0
19669,46.0,81.0
19670,46.0,85.0
19671,46.0,85.0
19672,46.0,78.0
19673,46.0,100.0
19674,46.0,91.0
19675,46.0,86.0
19676,46.0,90.0
19677,46.0,74.0
19678,46.0,69.0
19679,46.0,79.0
19680,46.0,66.0
19681,46.0,66.0
19682,46.0,70.0
19683,46.0,77.0
19684,46.0,72.0
19685,46.0,72.0
19686,46.0,72.0
19687,46.0,74.0
19688,46.0,89.0
19689,46.0,75.0
19690,46.0,94.0
19691,46.0,71.0
19692,46.0,71.0
19693,46.0,71.0
19694,46.0,67.0
19695,46.0,65.0
19696,46.0,83.0
19697,46.0,78.0
19698,46.0,69.0
19699,46.0,82.0
19700,46.0,70.0
19701,46.0,80.0
19702,46.0,78.0
19703,46.0,77.0
19704,46.0,80.0
19705,46.0,77.0
19706,46.0,85.0
19707,46.0,102.0
19708,46.0,87.0
19709,46.0,79.0
19710,46.0,76.0
19711,46.0,83.0
19712,46.0,80.0
19713,46.0,68.0
19714,46.0,85.0
19715,46.0,90.0
19716,46.0,94.0
19717,46.0,97.0
19718,46.0,88.0
19719,46.0,82.0
19720,46.0,74.0
19721,46.0,90.0
19722,46.0,85.0
19723,46.0,79.0
19724,46.0,108.0
19725,46.0,90.0
19726,46.0,93.0
19727,46.0,88.0
19728,46.0,84.0
19729,46.0,80.0
19730,46.0,225.0
19731,46.0,86.0
19732,46.0,101.0
19733,46.0,91.0
19734,46.0,82.0
19735,46.0,78.0
19736,46.0,75.0
19737,46.0,82.0
19738,46.0,90.0
19739,46.0,77.0
19740,46.0,82.0
19741,46.0,90.0
19742,46.0,90.0
19743,46.0,83.0
19744,46.0,84.0
19745,46.0,89.0
19746,46.0,78.0
19747,46.0,84.0
19748,46.0,102.0
19749,46.0,92.0
19750,46.0,76.0
19751,46.0,89.0
19752,46.0,94.0
19753,46.0,95.0
19754,46.0,101.0
19755,46.0,95.0
19756,46.0,238.0
19757,46.0,255.0
19758,46.0,117.0
19759,46.0,83.0
19760,46.0,77.0
19761,46.0,81.0
19762,46.0,92.0
19763,46.0,92.0
19764,46.0,82.0
19765,46.0,79.0
19766,46.0,77.0
19767,46.0,74.0
19768,46.0,82.0
19769,46.0,88.0
19770,46.0,90.0
19771,46.0,83.0
19772,46.0,85.0
19773,46.0,96.0
19774,46.0,96.0
19775,46.0,93.0
19776,46.0,73.0
19777,46.0,109.0
19778,46.0,83.0
19779,46.0,112.0
19780,46.0,101.0
19781,46.0,95.0
19782,46.0,81.0
19783,46.0,85.0
19784,46.0,103.0
19785,46.0,82.0
19786,46.0,78.0
19787,46.0,87.0
19788,46.0,80.0
19789,46.0,87.0
19790,46.0,87.0
19791,46.0,83.0
19792,46.0,94.0
19793,46.0,81.0
19794,46.0,76.0
19795,46.0,73.0
19796,46.0,69.0
19797,46.0,93.0
19798,46.0,101.0
19799,46.0,94.0
19800,46.0,103.0
19801,46.0,78.0
19802,46.0,85.0
19803,46.0,88.0
19804,46.0,98.0
19805,46.0,101.0
19806,46.0,78.0
19807,46.0,77.0
19808,46.0,91.0
19809,46.0,84.0
19810,46.0,82.0
19811,46.0,77.0
19812,46.0,71.0
19813,46.0,79.0
19814,46.0,71.0
19815,46.0,63.0
19816,46.0,83.0
19817,46.0,68.0
19818,46.0,85.0
19819,46.0,83.0
19820,46.0,80.0
19821,46.0,94.0
19822,46.0,81.0
19823,46.0,80.0
19824,46.0,85.0
19825,46.0,99.0
19826,46.0,97.0
19827,46.0,96.0
19828,46.0,84.0
19829,46.0,76.0
19830,46.0,81.0
19831,46.0,87.0
19832,46.0,94.0
19833,46.0,84.0
19834,46.0,82.0
19835,46.0,84.0
19836,46.0,76.0
19837,46.0,89.0
19838,46.0,99.0
19839,46.0,103.0
19840,46.0,85.0
19841,46.0,85.0
19842,46.0,88.0
19843,46.0,76.0
19844,46.0,80.0
19845,46.0,88.0
19846,46.0,79.0
19847,46.0,78.0
19848,46.0,98.0
19849,46.0,107.0
19850,46.0,75.0
19851,46.0,77.0
19852,46.0,92.0
19853,46.0,89.0
19854,46.0,90.0
19855,46.0,73.0
19856,46.0,87.0
19857,46.0,97.0
19858,46.0,91.0
19859,46.0,85.0
19860,46.0,76.0
19861,46.0,81.0
19862,46.0,88.0
19863,46.0,83.0
19864,46.0,92.0
19865,46.0,97.0
19866,46.0,86.0
19867,46.0,79.0
19868,46.0,85.0
19869,46.0,88.0
19870,46.0,100.0
19871,46.0,106.0
19872,46.0,87.0
19873,46.0,85.0
19874,46.0,96.0
19875,46.0,78.0
19876,46.0,89.0
19877,46.0,84.0
19878,46.0,86.0
19879,46.0,74.0
19880,46.0,91.0
19881,46.0,81.0
19882,46.0,76.0
19883,46.0,91.0
19884,46.0,90.0
19885,46.0,63.0
19886,46.0,69.0
19887,46.0,98.0
19888,46.0,85.0
19889,46.0,76.0
19890,46.0,91.0
19891,46.0,82.0
19892,46.0,88.0
19893,46.0,75.0
19894,46.0,77.0
19895,46.0,82.0
19896,46.0,72.0
19897,46.0,88.0
19898,46.0,76.0
19899,46.0,83.0
19900,46.0,72.0
19901,46.0,69.0
19902,46.0,73.0
19903,46.0,77.0
19904,46.0,75.0
19905,46.0,72.0
19906,46.0,69.0
19907,46.0,66.0
19908,46.0,70.0
19909,46.0,68.0
19910,46.0,70.0
19911,46.0,68.0
19912,46.0,65.0
19913,46.0,72.0
19914,46.0,71.0
19915,46.0,64.0
19916,46.0,84.0
19917,46.0,75.0
19918,46.0,89.0
19919,46.0,68.0
19920,46.0,82.0
19921,46.0,67.0
19922,46.0,75.0
19923,46.0,82.0
19924,46.0,79.0
19925,46.0,85.0
19926,46.0,72.0
19927,46.0,69.0
19928,46.0,62.0
19929,46.0,65.0
19930,46.0,74.0
19931,46.0,68.0
19932,46.0,63.0
19933,46.0,59.0
19934,46.0,69.0
19935,46.0,79.0
19936,46.0,83.0
19937,46.0,64.0
19938,46.0,77.0
19939,46.0,67.0
19940,46.0,88.0
19941,46.0,86.0
19942,46.0,66.0
19943,46.0,71.0
19944,46.0,75.0
19945,46.0,76.0
19946,46.0,78.0
19947,46.0,82.0
19948,46.0,79.0
19949,46.0,86.0
19950,46.0,85.0
19951,46.0,82.0
19952,46.0,88.0
19953,46.0,91.0
19954,46.0,76.0
19955,46.0,81.0
19956,46.0,89.0
19957,46.0,73.0
19958,46.0,93.0
19959,46.0,92.0
19960,46.0,76.0
19961,46.0,82.0
19962,46.0,101.0
19963,46.0,90.0
19964,46.0,96.0
19965,46.0,72.0
19966,46.0,82.0
19967,46.0,77.0
19968,46.0,93.0
19969,46.0,97.0
19970,46.0,80.0
19971,46.0,88.0
19972,46.0,99.0
19973,46.0,94.0
19974,46.0,79.0
19975,46.0,80.0
19976,46.0,85.0
19977,46.0,70.0
19978,46.0,81.0
19979,46.0,63.0
19980,46.0,91.0
19981,46.0,68.0
19982,46.0,77.0
19983,46.0,87.0
19984,46.0,84.0
19985,46.0,73.0
19986,46.0,69.0
19987,46.0,71.0
19988,46.0,83.0
19989,46.0,82.0
19990,46.0,76.0
19991,46.0,73.0
19992,46.0,93.0
19993,46.0,96.0
19994,46.0,78.0
19995,46.0,84.0
19996,46.0,75.0
19997,46.0,87.0
19998,46.0,90.0
19999,46.0,69.0
20000,46.0,86.0
20001,46.0,94.0
20002,46.0,80.0
20003,46.0,87.0
20004,46.0,72.0
20005,46.0,92.0
20006,46.0,79.0
20007,46.0,76.0
20008,46.0,72.0
20009,46.0,75.0
20010,46.0,79.0
20011,46.0,69.0
20012,46.0,72.0
20013,46.0,81.0
20014,46.0,71.0
20015,46.0,81.0
20016,46.0,74.0
20017,46.0,82.0
20018,46.0,81.0
20019,46.0,76.0
20020,46.0,97.0
20021,46.0,100.0
20022,46.0,75.0
20023,46.0,83.0
20024,46.0,91.0
20025,46.0,84.0
20026,46.0,79.0
20027,46.0,79.0
20028,46.0,90.0
20029,46.0,86.0
20030,46.0,66.0
20031,46.0,86.0
20032,46.0,87.0
20033,46.0,84.0
20034,46.0,82.0
20035,46.0,92.0
20036,46.0,69.0
20037,46.0,84.0
20038,46.0,69.0
20039,46.0,77.0
20040,46.0,76.0
20041,46.0,73.0
20042,46.0,99.0
20043,46.0,103.0
20044,46.0,103.0
20045,46.0,95.0
20046,46.0,94.0
20047,46.0,94.0
20048,46.0,121.0
20049,46.0,78.0
20050,46.0,80.0
20051,46.0,94.0
20052,46.0,87.0
20053,46.0,109.0
20054,46.0,99.0
20055,46.0,77.0
20056,46.0,98.0
20057,46.0,85.0
20058,46.0,89.0
20059,46.0,77.0
20060,46.0,79.0
20061,46.0,96.0
20062,46.0,76.0
20063,46.0,86.0
20064,46.0,98.0
20065,46.0,79.0
20066,46.0,69.0
20067,46.0,81.0
20068,46.0,86.0
20069,46.0,70.0
20070,46.0,76.0
20071,46.0,72.0
20072,46.0,94.0
20073,46.0,70.0
20074,46.0,64.0
20075,46.0,73.0
20076,46.0,72.0
20077,46.0,76.0
20078,46.0,76.0
20079,46.0,91.0
20080,46.0,88.0
20081,46.0,86.0
20082,46.0,89.0
20083,46.0,102.0
20084,46.0,84.0
20085,46.0,111.0
20086,46.0,90.0
20087,46.0,75.0
20088,46.0,85.0
20089,46.0,80.0
20090,46.0,83.0
20091,46.0,79.0
20092,46.0,76.0
20093,46.0,90.0
20094,46.0,88.0
20095,46.0,107.0
20096,46.0,98.0
20097,46.0,84.0
20098,46.0,98.0
20099,46.0,80.0
20100,46.0,100.0
20101,46.0,88.0
20102,46.0,90.0
20103,46.0,82.0
20104,46.0,75.0
20105,46.0,84.0
20106,46.0,86.0
20107,46.0,77.0
20108,46.0,78.0
20109,46.0,78.0
20110,46.0,100.0
20111,46.0,99.0
20112,46.0,81.0
20113,46.0,84.0
20114,46.0,79.0
20115,46.0,89.0
20116,46.0,79.0
20117,46.0,77.0
20118,46.0,79.0
20119,46.0,85.0
20120,46.0,81.0
20121,46.0,80.0
20122,46.0,69.0
20123,46.0,81.0
20124,46.0,94.0
20125,46.0,88.0
20126,46.0,72.0
20127,46.0,88.0
20128,46.0,83.0
20129,46.0,80.0
20130,46.0,83.0
20131,46.0,85.0
20132,46.0,81.0
20133,46.0,87.0
20134,46.0,92.0
20135,46.0,83.0
20136,46.0,84.0
20137,46.0,95.0
20138,46.0,89.0
20139,46.0,237.0
20140,46.0,80.0
20141,46.0,74.0
20142,46.0,93.0
20143,46.0,88.0
20144,46.0,83.0
20145,46.0,87.0
20146,46.0,85.0
20147,46.0,92.0
20148,46.0,94.0
20149,46.0,82.0
20150,46.0,92.0
20151,46.0,73.0
20152,46.0,85.0
20153,46.0,76.0
20154,46.0,94.0
20155,46.0,74.0
20156,46.0,82.0
20157,46.0,80.0
20158,46.0,79.0
20159,46.0,80.0
20160,46.0,85.0
20161,46.0,88.0
20162,46.0,83.0
20163,46.0,75.0
20164,46.0,89.0
20165,46.0,87.0
20166,46.0,88.0
20167,46.0,88.0
20168,46.0,96.0
20169,46.0,87.0
20170,46.0,88.0
20171,46.0,79.0
20172,46.0,87.0
20173,46.0,115.0
20174,46.0,84.0
20175,46.0,69.0
20176,46.0,77.0
20177,46.0,79.0
20178,46.0,73.0
20179,46.0,80.0
20180,46.0,79.0
20181,46.0,76.0
20182,46.0,93.0
20183,46.0,89.0
20184,46.0,76.0
20185,46.0,79.0
20186,46.0,81.0
20187,46.0,78.0
20188,46.0,70.0
20189,46.0,66.0
20190,46.0,71.0
20191,46.0,91.0
20192,46.0,73.0
20193,46.0,77.0
20194,46.0,90.0
20195,46.0,87.0
20196,46.0,93.0
20197,46.0,105.0
20198,46.0,86.0
20199,46.0,71.0
20200,46.0,79.0
20201,46.0,93.0
20202,46.0,86.0
20203,46.0,87.0
20204,46.0,86.0
20205,46.0,85.0
20206,46.0,98.0
20207,46.0,105.0
20208,46.0,66.0
20209,46.0,90.0
20210,46.0,78.0
20211,46.0,87.0
20212,46.0,86.0
20213,46.0,101.0
20214,46.0,83.0
20215,46.0,93.0
20216,46.0,99.0
20217,46.0,98.0
20218,46.0,93.0
20219,46.0,70.0
20220,46.0,92.0
20221,46.0,94.0
20222,46.0,84.0
20223,46.0,76.0
20224,46.0,83.0
20225,46.0,105.0
20226,46.0,98.0
20227,46.0,89.0
20228,46.0,83.0
20229,46.0,71.0
20230,46.0,69.0
20231,46.0,84.0
20232,46.0,78.0
20233,46.0,70.0
20234,46.0,90.0
20235,46.0,92.0
20236,46.0,87.0
20237,46.0,81.0
20238,46.0,85.0
20239,46.0,85.0
20240,46.0,78.0
20241,46.0,69.0
20242,46.0,67.0
20243,46.0,93.0
20244,46.0,77.0
20245,46.0,80.0
20246,46.0,73.0
20247,46.0,95.0
20248,46.0,85.0
20249,46.0,92.0
20250,46.0,86.0
20251,46.0,76.0
20252,46.0,85.0
20253,46.0,75.0
20254,46.0,82.0
20255,46.0,84.0
20256,46.0,96.0
20257,46.0,89.0
20258,46.0,77.0
20259,46.0,95.0
20260,46.0,90.0
20261,46.0,93.0
20262,46.0,88.0
20263,46.0,98.0
20264,46.0,92.0
20265,46.0,88.0
20266,46.0,106.0
20267,46.0,74.0
20268,46.0,78.0
20269,46.0,82.0
20270,46.0,68.0
20271,46.0,74.0
20272,46.0,78.0
20273,46.0,83.0
20274,46.0,88.0
20275,46.0,88.0
20276,46.0,91.0
20277,46.0,98.0
20278,46.0,75.0
20279,46.0,75.0
20280,46.0,72.0
20281,46.0,75.0
20282,46.0,72.0
20283,46.0,83.0
20284,46.0,77.0
20285,46.0,82.0
20286,46.0,75.0
20287,46.0,88.0
20288,46.0,78.0
20289,46.0,77.0
20290,46.0,75.0
20291,46.0,72.0
20292,46.0,88.0
20293,46.0,78.0
20294,46.0,238.0
20295,46.0,90.0
20296,46.0,84.0
20297,46.0,95.0
20298,46.0,93.0
20299,46.0,94.0
20300,46.0,86.0
20301,46.0,85.0
20302,46.0,69.0
20303,46.0,88.0
20304,46.0,84.0
20305,46.0,86.0
20306,46.0,81.0
20307,46.0,94.0
20308,46.0,76.0
20309,46.0,82.0
20310,46.0,77.0
20311,46.0,68.0
20312,46.0,81.0
20313,46.0,89.0
20314,46.0,78.0
20315,46.0,75.0
20316,46.0,85.0
20317,46.0,78.0
20318,46.0,77.0
20319,46.0,69.0
20320,46.0,92.0
20321,46.0,77.0
20322,46.0,63.0
20323,46.0,83.0
20324,46.0,68.0
20325,46.0,76.0
20326,46.0,81.0
20327,46.0,92.0
20328,46.0,88.0
20329,46.0,83.0
20330,46.0,95.0
20331,46.0,94.0
20332,46.0,88.0
20333,46.0,91.0
20334,46.0,90.0
20335,46.0,84.0
20336,46.0,79.0
20337,46.0,91.0
20338,46.0,68.0
20339,46.0,74.0
20340,46.0,71.0
20341,46.0,88.0
20342,46.0,84.0
20343,46.0,83.0
20344,46.0,91.0
20345,46.0,83.0
20346,46.0,105.0
20347,46.0,81.0
20348,46.0,90.0
20349,46.0,90.0
20350,46.0,72.0
20351,46.0,81.0
20352,46.0,90.0
20353,46.0,109.0
20354,46.0,101.0
20355,46.0,96.0
20356,46.0,93.0
20357,46.0,86.0
20358,46.0,79.0
20359,46.0,73.0
20360,46.0,72.0
20361,46.0,77.0
20362,46.0,76.0
20363,46.0,76.0
20364,46.0,79.0
20365,46.0,84.0
20366,46.0,99.0
20367,46.0,79.0
20368,46.0,88.0
20369,46.0,84.0
20370,46.0,79.0
20371,46.0,98.0
20372,46.0,84.0
20373,46.0,89.0
20374,46.0,68.0
20375,46.0,74.0
20376,46.0,101.0
20377,46.0,93.0
20378,46.0,72.0
20379,46.0,79.0
20380,46.0,72.0
20381,46.0,69.0
20382,46.0,81.0
20383,46.0,76.0
20384,46.0,76.0
20385,46.0,72.0
20386,46.0,89.0
20387,46.0,82.0
20388,46.0,86.0
20389,46.0,90.0
20390,46.0,75.0
20391,46.0,86.0
20392,46.0,89.0
20393,46.0,80.0
20394,46.0,92.0
20395,46.0,75.0
20396,46.0,87.0
20397,46.0,76.0
20398,46.0,83.0
20399,46.0,78.0
20400,46.0,80.0
20401,46.0,79.0
20402,46.0,92.0
20403,46.0,80.0
20404,46.0,75.0
20405,46.0,83.0
20406,46.0,89.0
20407,46.0,87.0
20408,46.0,87.0
20409,46.0,87.0
20410,46.0,81.0
20411,46.0,87.0
20412,46.0,85.0
20413,46.0,78.0
20414,46.0,85.0
20415,46.0,86.0
20416,46.0,86.0
20417,46.0,100.0
20418,46.0,81.0
20419,46.0,78.0
20420,46.0,86.0
20421,46.0,86.0
20422,46.0,89.0
20423,46.0,80.0
20424,46.0,82.0
20425,46.0,77.0
20426,46.0,83.0
20427,46.0,75.0
20428,46.0,78.0
20429,46.0,84.0
20430,46.0,72.0
20431,46.0,81.0
20432,46.0,77.0
20433,46.0,91.0
20434,46.0,87.0
20435,46.0,89.0
20436,46.0,81.0
20437,46.0,76.0
20438,46.0,90.0
20439,46.0,87.0
20440,46.0,94.0
20441,46.0,97.0
20442,46.0,78.0
20443,46.0,82.0
20444,46.0,87.0
20445,46.0,83.0
20446,46.0,92.0
20447,46.0,78.0
20448,46.0,85.0
20449,46.0,80.0
20450,46.0,67.0
20451,46.0,86.0
20452,46.0,71.0
20453,46.0,74.0
20454,46.0,80.0
20455,46.0,89.0
20456,46.0,85.0
20457,46.0,74.0
20458,46.0,71.0
20459,46.0,87.0
20460,46.0,81.0
20461,46.0,93.0
20462,46.0,81.0
20463,46.0,111.0
20464,46.0,253.0
20465,46.0,84.0
20466,46.0,76.0
20467,46.0,91.0
20468,46.0,96.0
20469,46.0,83.0
20470,46.0,76.0
20471,46.0,83.0
20472,46.0,84.0
20473,46.0,81.0
20474,46.0,75.0
20475,46.0,66.0
20476,46.0,71.0
20477,46.0,63.0
20478,46.0,68.0
20479,46.0,81.0
20480,46.0,87.0
20481,46.0,86.0
20482,46.0,83.0
20483,46.0,78.0
20484,46.0,84.0
20485,46.0,80.0
20486,46.0,74.0
20487,46.0,70.0
20488,46.0,83.0
20489,46.0,76.0
20490,46.0,89.0
20491,46.0,79.0
20492,46.0,89.0
20493,46.0,83.0
20494,46.0,95.0
20495,46.0,77.0
20496,46.0,83.0
20497,46.0,83.0
20498,46.0,74.0
20499,46.0,69.0
20500,46.0,67.0
20501,46.0,58.0
20502,46.0,65.0
20503,46.0,73.0
20504,46.0,90.0
20505,46.0,95.0
20506,46.0,87.0
20507,46.0,107.0
20508,46.0,90.0
20509,46.0,79.0
20510,46.0,85.0
20511,46.0,96.0
20512,46.0,85.0
20513,46.0,79.0
20514,46.0,74.0
20515,46.0,63.0
20516,46.0,63.0
20517,46.0,85.0
20518,46.0,75.0
20519,46.0,66.0
20520,46.0,62.0
20521,46.0,63.0
20522,46.0,83.0
20523,46.0,66.0
20524,46.0,76.0
20525,46.0,75.0
20526,46.0,86.0
20527,46.0,91.0
20528,46.0,96.0
20529,46.0,103.0
20530,46.0,77.0
20531,46.0,264.0
20532,46.0,95.0
20533,46.0,85.0
20534,46.0,100.0
